"status_id","created_at","screen_name","text","favorite_count","retweet_count","place_full_name","friends_count","school"
"1208130100430024706",2019-12-20 21:00:36,"LeeqRobbins11","Blessed to receive my 16th offer from Texas A&amp;M University #GigEm #Aggieland #12thMan <U+0001F44D><U+0001F3FE> @CoachE_TAMU https://t.co/6Mf1NuOJwT",125,28,NA,654,"tamu"
"1208127752727121921",2019-12-20 20:51:16,"TAMURED2","@TAMURED2 and @NSSPIinfo students, Alex Perry and Ethan Asano, briefing VP of Research @orau and former @hps_org President, Dr. Eric @Abelquist, and DOE  REAC\TS Health Physicist, @JasonDavisHP78. #FBF #GigEm https://t.co/Vaw0BkGgZN",0,0,NA,101,"tamu"
"1208076730898010117",2019-12-20 17:28:32,"jordanmorrriss","This still gives me chills!! #GigEm https://t.co/ly3T9Pe1OX",4,0,NA,351,"tamu"
"1208066553155117056",2019-12-20 16:48:05,"GigEm247","Josh Gibson has had the chance to watch the standout duo of Landon Jackson and Marcus Burris develop on and off the field the last couple of years. As the Hawks get ready for another state championship appearance he talked about their impact. #GigEm (VIP)
https://t.co/03YjALNpVA https://t.co/UGzeqdcfpU",7,1,NA,2448,"tamu"
"1207442768882212864",2019-12-18 23:29:23,"GigEm247","Signing Day wrap up: Texas A&amp;M has very strong day. #NationalSigningDay #GigEm 

https://t.co/HpCrdXlvxv https://t.co/YtBY5PlmLf",22,4,NA,2448,"tamu"
"1208054538353217537",2019-12-20 16:00:21,"ShopFansUnited","What's the cherry on top of a bowl of ice cream? How about 50% OFF ALL NCAA GEAR til the end of the month, ready for you to scoop up the best #GamedayGear for the #2019BowlSeason! 
#PonyUp #BoomerSooner #SicEm #GigEm #GoPokes 
#WeAreFansUnited
<U+0001F3C8> https://t.co/6i2A25xubk https://t.co/iACg3frciw",0,0,NA,139,"tamu"
"1208046484001873920",2019-12-20 15:28:20,"CoachBarnett91","@emmonsaggie 11-1 Prediction #GigEm",0,0,NA,1172,"tamu"
"1208040649276248066",2019-12-20 15:05:09,"atxaggie07","#GigEm #GigEmGang20 https://t.co/6Cx5wi3PWr",1,0,"College Station, TX",316,"tamu"
"1208038213299965952",2019-12-20 14:55:28,"mbpRivals","#GigEm https://t.co/ltE28fzoZz",56,1,NA,1029,"tamu"
"1208036751719182336",2019-12-20 14:49:40,"atx1029","@BEvansSports Congrats @fadil_diggs!  #GigEm",1,0,NA,2725,"tamu"
"1208036061236092929",2019-12-20 14:46:55,"CPRivas61","Son is graduating in Dec ‘20. Glad @Ch1nesech1pmunk will get to say he was @TAMU when these 2 were here. #gigem https://t.co/xzW0jqpgen",1,0,NA,385,"tamu"
"1208024503504101377",2019-12-20 14:01:00,"DamonSayles","It's been almost 400 days since Isiah Jasey played a college basketball game. The bouncy 6-10 forward and #GigEm transfer is ready to make his debut for #SMU tonight at #UGA.

https://t.co/3hX6fHiXgF (FREE)

#PonyUp https://t.co/LtrIrcLGcj",1,1,NA,1168,"tamu"
"1207990316986441728",2019-12-20 11:45:09,"KarenKeyLargo","Zoom   Zoom   #gigem https://t.co/EF5tUnXszo",0,0,NA,2678,"tamu"
"1207986960301723648",2019-12-20 11:31:49,"Jamey_Majewski","#GigEm https://t.co/f25TnohrUW",0,0,"League City, TX",1289,"tamu"
"1207891694173261824",2019-12-20 05:13:16,"etylerb11","all i gotta say is @BarstoolTexasAM is verified and @UTBarstool is not #GigEm",50,5,NA,212,"tamu"
"1207882449830715393",2019-12-20 04:36:32,"ChibiReaver","I think I speaks for a lot of folks @HoustonTexans but we'd love to see @CGillaspia take the field on offense abit in the bout w/ the Bucs!

Do it! <U+0001F601> #GigEm https://t.co/TMRzY5BJje",0,0,NA,432,"tamu"
"1207876156172713984",2019-12-20 04:11:31,"dandixon95","@propjoesays Wife works with stroke recoveries and always  such a tragedy when it happens, especially to younger people.  So pleased this young man has recovered and will get to pursue his goals, even if it is for the Horns. #gigem",2,0,NA,757,"tamu"
"1207858635159810048",2019-12-20 03:01:54,"MerlG_Official","#GigEm <U+0001F602> https://t.co/MKTGlqOwa8",0,0,"Houston, TX",2210,"tamu"
"1207854111758200833",2019-12-20 02:43:55,"alanmala95","@BlakeJohnson14 You’re right. We’re not going to change each other’s minds on this platform. Sorry I even started the whole thing. I hope we can at least agree that TAMU is going to be a 10-2 team next season #Gigem",1,0,NA,86,"tamu"
"1207811749820477440",2019-12-19 23:55:35,"AggieSoftball","It was a great mission trip to the Dominican Republic for our girls! <U+0001F970>

#StrongerAsOne #GigEm https://t.co/BjvHgM6Bea",246,12,NA,216,"tamu"
"1207810925048123394",2019-12-19 23:52:19,"RyanWrightRNG","Get the in-depth interview with 4-Star 2021 #Arizona LT Bram Walden @bramwalden42 on RNG! https://t.co/sNNOCqxSSw #BearDown #GoBlue #GigEm #PurpleReign #FightOn",8,2,NA,3306,"tamu"
"1207730669272436736",2019-12-19 18:33:24,"RyanWrightRNG","Who else is ready for the #CollegeFootball bowl season to begin? My ranking of the Watchability of the #SEC's Bowl Games in 2019! https://t.co/eccfJuOowU #LSU #Bama #WarEagle #BringIt #GoVols #GigEm #GoDawgs",2,1,NA,3306,"tamu"
"1207809533994831874",2019-12-19 23:46:47,"miss7thmath","I loved twinning with @ordonez_math today!! Such a fun classroom neighbor, co-teacher, and friend!! <U+0001F384><U+0001F970> #mathnerds #gigem #hoopgoals https://t.co/kEmFOwTtK3",8,0,NA,451,"tamu"
"1207513579290796032",2019-12-19 04:10:46,"RealAggieVader","@Derrell_PharmD DERRELL HART, JR. IS SO SHOCKED

#GigEm",1,1,NA,10,"tamu"
"1207425293406887936",2019-12-18 22:19:57,"RealAggieVader","@billyliucci @rivalsmike OH NO!!! Always Wrong Mike Farrell dies a little more inside after Donell Harris sticks with Texas A&amp;M over shady Dan Mullen and Florida. “My name is Mike Farrell, and I am always wrong about everything! Also, I look just like this clown <U+0001F921>.” #GigEm <U+0001F44D>",7,0,NA,10,"tamu"
"1207477813105827840",2019-12-19 01:48:39,"RealAggieVader","@landonjackson40 Beast. #GigEm <U+0001F44D>",2,0,NA,10,"tamu"
"1207796061957316608",2019-12-19 22:53:15,"RealAggieVader","@landonjackson40 I know there are some good out of state programs. But I promise you...come be part of the Aggie family, and you’ll be glad you did for the rest of your life. There is nothing else like it. #GigEm forever. <U+0001F44D>",1,0,NA,10,"tamu"
"1207428666206101511",2019-12-18 22:33:21,"RealAggieVader","@5stardonell #GIGEM BABY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0,0,NA,10,"tamu"
"1207394968278650880",2019-12-18 20:19:27,"RealAggieVader","@rivalsmike It’s ok to be wrong all the time. Some people are just wrong, and they are wrong all the time. You happen to be one of those people. It’s no big deal, brah. Don’t be all butthurt and stuff. You’ll get ‘em next year. Except you won’t, because you’ll be wrong, as always. #GigEm",9,1,NA,10,"tamu"
"1207794539836166149",2019-12-19 22:47:12,"RS3Turf","Nothing like a little mid-week till and grade to get some of the top fields in the @SEC, @d1baseball and @D1Softball at @TAMU / @12thMan ready for action in 2020! Best of luck this spring to @AggieBaseball and @AggieSoftball. #GigEm https://t.co/eKGBdBkiKg",33,7,NA,189,"tamu"
"1207756969949507584",2019-12-19 20:17:55,"Echio22","Since I’m going to the North Shore game this Saturday, I’ll recruit Zachary Evans myself <U+0001F624> #GigEm",1,0,NA,462,"tamu"
"1207754053595348992",2019-12-19 20:06:20,"CadeWeynand_","Dear Santa,

All I want for Christmas is the Texas vs Texas A&amp;M football rivalry back!!! Best rivalry in history of college football!!!! #Gigem #HornsDownForever

Sincerely,

Everyone",3,1,NA,195,"tamu"
"1207753381101613056",2019-12-19 20:03:39,"kaylenasalazarr","YES MA’AM AVES !! beyond proud <U+0001F97A>#gigem https://t.co/1gWmQl5DPP",1,0,NA,91,"tamu"
"1207747702605389825",2019-12-19 19:41:05,"Yretciva","#GigEm  

@DBongino  is  sporting  a  @TAMU  shirt  today! https://t.co/EG8zXJaRw1",0,0,NA,1044,"tamu"
"1207409640725712896",2019-12-18 21:17:45,"Yretciva","#GigEm  @WillHurd @HurdOnTheHill . https://t.co/s7TCtC8wTU",0,0,NA,1044,"tamu"
"1207747031625871360",2019-12-19 19:38:25,"jordi_dean15","State of Texas Top 5 Signed with:

1. Undecided
2. #RollTide
3. #Gigem
4. #GIgem
5. #GoBucks",2,0,"Texas, USA",738,"tamu"
"1207711350165667842",2019-12-19 17:16:38,"14powerscom","https://t.co/ssYM999GQ0 #RTR #wareagle #WPS #gogators #UGA #BBN #GeauxTigers #HailState #Mizzou #hottytoddy #gamecocks #gigem #govols #GBO #vandy #AnchorDown  #12thMan #Aggies #Gigem #SECFB #SECFootball #RollTide #Gators #Auburn #14Powers",0,1,NA,601,"tamu"
"1207707173280735233",2019-12-19 17:00:02,"12thMan","It's Kids Court Saturday @aggiembk this weekend (12/21)<U+2757><U+FE0F>

Arrive to Reed early for inflatables, face painting, a photo booth and more from 6:30 - 7:30 p.m. in the men's basketball practice gym behind section 121 <U+0001F44D>

<U+0001F517> https://t.co/uomf8N3ywu
<U+0001F39F> https://t.co/SvPZLFve08 

#GigEm https://t.co/56ou9rjZon",22,4,NA,81,"tamu"
"1207400227294064640",2019-12-18 20:40:21,"12thMan","Three final home events to close out 2019! <U+0001F389><U+0001F389><U+0001F389>

<U+0001F39F><U+FE0F> https://t.co/dNzPS8QaHV

@Stubhub | #GigEm https://t.co/0Oj3vvJRyH",12,1,NA,81,"tamu"
"1207707163147280385",2019-12-19 17:00:00,"UCentreAtNG","Always on the go? These healthy and portable snacks are the perfect go-to for when you need something to munch on. 
#UCentreatNorthgate #aggies #TAMU22 #TAMU23 #TAMU24 #aggienation #collegestation #gigem  https://t.co/o8FmtiLKV0",0,0,NA,447,"tamu"
"1207702487001640962",2019-12-19 16:41:25,"VOOMFdn","Congratulations to VOOM intern, Jewel Smith for graduating from Texas A&amp;M Univeristy. VOOM Foundation, our volunteers &amp; the patients we serve are so grateful for your work!  We look forward to all the great achievements ahead!  #GigEm https://t.co/tMXfFGWGh2",8,3,NA,145,"tamu"
"1207700589515288578",2019-12-19 16:33:53,"PatrickHayslip","Sheesh, I'm pumped for a @tamuicehockey and t.u. showdown. A real rivalry game after another rivalry between the Stars and the Preds is perfect. #GigEm https://t.co/k6ZsjDPl9P",0,0,NA,1968,"tamu"
"1207697556781879296",2019-12-19 16:21:50,"almcabee","@CoachDickey1... we can never have enough top tier talent at RB. Let’s get this kid to Aggie Land! Best runner in the state @kingk082001 plays for a state title Saturday night <U+0001F44D><U+0001F3FB> #GigEm",1,0,NA,1639,"tamu"
"1207369996403429383",2019-12-18 18:40:13,"InHisImage1111","#GigEm #TAMU 
It’s official!! https://t.co/N3wDvdUWo9",95,4,NA,1506,"tamu"
"1207685745374355457",2019-12-19 15:34:54,"InHisImage1111","This was a great moment yesterday...
#GigEm #GigEmGang20 #TAMU https://t.co/crY6NC9z3a",8,0,NA,1506,"tamu"
"1207679217380528131",2019-12-19 15:08:57,"DASH_Sportz","State of New Jersey Top 5 Signed with:

1. #GoBucks
2. Undecided
3. #GoBucks
4. #GigEm
5. #Michigan",0,0,"Texas, USA",139,"tamu"
"1207679035343544326",2019-12-19 15:08:14,"DASH_Sportz","State of Missouri Top 5 Signed with:

1. #GoIrish 
2. Undecided
3. #GoBucks
4. #GigEm
5. #rowtheboat",0,0,"Texas, USA",139,"tamu"
"1207645302213292032",2019-12-19 12:54:11,"DASH_Sportz","State of Illinois Top 5 Signed with:

1. #Michigan
2. #Northwestern
3. #Gigem
4. #GoIrish
5. #Illinois",0,0,"Texas, USA",139,"tamu"
"1207678065914077186",2019-12-19 15:04:23,"LewisSalgadoNYC","#LSCSports congratulates P Braden Mann @MannBraden
@AggieFootball #GigEm on accepting his 2020 invite to #SeniorBowl! Looking forward to meeting you in Mobile!  #WhoYouWith #Insurance #RiskManagement 917-575-5331 https://t.co/R1xom0Zgvi",0,0,NA,906,"tamu"
"1207673259195555843",2019-12-19 14:45:17,"esperanza_homes","Congratulations to the FIRST graduates of Texas A&amp;M Higher Education Center at #McAllen - #TresLagos! <U+0001F44D><U+0001F3FB><U+0001F393>#GigEm https://t.co/DtpPoLnR09 via @monitornews",0,0,NA,87,"tamu"
"1207666509813878785",2019-12-19 14:18:27,"DemondDemas1","I will Go to Hell and Back for my Aggies #gigem <U+0001F44D><U+0001F3FE>",1913,120,NA,3683,"tamu"
"1207633453442830336",2019-12-19 12:07:06,"yerocnodnarb","@DemondDemas1 <U+0001F4AF><U+0001F525><U+0001F44D>#GigEm https://t.co/fOlqLLDfZa",0,0,NA,4910,"tamu"
"1207632645129220096",2019-12-19 12:03:53,"yerocnodnarb","@d1princely <U+0001F44D>#GigEm https://t.co/N60Z448uCl",0,0,NA,4910,"tamu"
"1207546818298621954",2019-12-19 06:22:51,"annewzpjs","@TexAgs #GigEm #AggieFamily https://t.co/hLlyeo07M1",0,0,NA,558,"tamu"
"1207526627397251073",2019-12-19 05:02:37,"AshlyElamSports","Area athletes take advantage of early signing day #409Sports @big_onion24 @Jakevian44 @GamtimeJack @JaylenGarth @MolleePriddy @khristianc5 @carson_r7 @maylinlouvier1 @mcan409  #SicEm #HookEm #GigEm #WeAreLU #GeauxCajuns 

Story: https://t.co/CMO5xC7ae4 https://t.co/HKzS6Bo6pb",36,13,NA,4429,"tamu"
"1207508904265080832",2019-12-19 03:52:11,"loriunderwood77","Couldn’t be more happy for you kiddo!  All of your hard work and dedication has paid off big time.  Your character is top notch and you have a heart of gold and that above all else is what makes me the most proud.  #WHOOP #GigEm @AvaUnderwood16 @HoustonSkyline @AggieVolleyball https://t.co/JCW8jIilEt",37,0,NA,63,"tamu"
"1207502160617000960",2019-12-19 03:25:24,"AggiesFQ","S. A. V. A. G. E. #GigEm https://t.co/PV1wI5SVXV",5,0,NA,164,"tamu"
"1207479954650386432",2019-12-19 01:57:09,"AggiesFQ","How we feeling Aggie Fam? #EarlySigningDay #GigEmGang20 #Aggies #GigEm",2,0,NA,164,"tamu"
"1207501649209679878",2019-12-19 03:23:22,"GiggemMoore","@Khris22m @nbacares @CoalitionforCYF Well done, Khris. #GigEm",1,0,NA,1320,"tamu"
"1207499433275019265",2019-12-19 03:14:33,"DallasAg87","@mcmellon_ @Derrell_PharmD The difference was the Aggie Network #GigEm",0,0,NA,415,"tamu"
"1207496575821455360",2019-12-19 03:03:12,"joe__in__texas","@maroonliquid @husk3r @meberight You are the epitome of a trump fanatic. Calling me a “rat.” You are supporting a con man that lies, cheats, and steals every days have fun bud. Please don’t ever comment on anything involving me in twitter again. Oh and #GigEm",1,0,NA,1987,"tamu"
"1207490471490138112",2019-12-19 02:38:57,"BeckyEd90","@DrHenson2 @DemondDemas1 Smart kid. #gigem",1,0,NA,405,"tamu"
"1207487901044477953",2019-12-19 02:28:44,"ChuxSpeed","Congrats @OriginalJaylon #GigEm <U+0001F44D><U+0001F3FE> https://t.co/DTkCFKsjj0",52,4,"Austin, TX",921,"tamu"
"1207487606382092289",2019-12-19 02:27:34,"aggietrk","Got that juice

Welcome to Aggieland, Devon Achane!

<U+0001F4F0>: https://t.co/0RDIQGnqPQ

#GigEm https://t.co/5FobrhDE7D",29,6,NA,585,"tamu"
"1207477810941644800",2019-12-19 01:48:38,"Alandry18","Congrats to my sister @brea_landry who just got accepted into Texas A&amp;M<U+0001F44D><U+0001F3FE> so beyond proud of you<U+0001F973> #GigEm #senior2020",4,0,NA,1497,"tamu"
"1207471314447020033",2019-12-19 01:22:49,"YourBranchNews","#ICYMI 
Congrats to Memorial’s Jacob Graham on signing his LOC to play football for Texas A&amp;M!! Hard work pays off and Jacob is a example of this. #texasa&amp;m #gigem https://t.co/Y9kZ2KEWUf",6,0,NA,2240,"tamu"
"1207468369693364224",2019-12-19 01:11:07,"kay_ron10","Doing Reveilles work #gigem https://t.co/MTocNEeRei",3,0,NA,203,"tamu"
"1207464971237498880",2019-12-19 00:57:37,"Greengo4Ags","Yessir!  #GigEm https://t.co/wABkfyHAyK",2,0,NA,740,"tamu"
"1207451792348524544",2019-12-19 00:05:15,"SawEmOff1931","Why did Haynes King choose A&amp;M? 
We’d like to say that we may have had something to do with that...<U+0001F609>

Congrats on making the best decision of your football career, excited to see you do great things here at TAMU #GigEm <U+0001F44D><U+0001F3FC> https://t.co/A2rsQonGLK",23,5,NA,161,"tamu"
"1207450637019037701",2019-12-19 00:00:39,"dr_swestbrook","@CoachGaryBlair is probably the most driven coach I know (with the exception of maybe my wife)!  Congratulations Gary!!  I saw a few of the 800! Always knew you were one of the best! Your SFA friends are proud of you!  #AxeEm  #GigEm https://t.co/TdBAyKX7Gz",4,0,NA,125,"tamu"
"1207450571713724416",2019-12-19 00:00:24,"GPowersScout","The Power Five schools in Texas signed a total of 51 #TXHSFB prospects today. #NSD2020

<U+0001F4C4><U+0001F58B>

#HookEm - 15
#GunsUp - 15
#Gigem - 10
#SicEm - 7
#GoFrogs - 4",22,6,NA,2854,"tamu"
"1207447887589920771",2019-12-18 23:49:44,"aayeager","Proud #AggieDad.  Will be fun seeing these new players in #KyleField #GigEm @PatDoneyNBC5 @ScottBellDMN https://t.co/xALhNSauuQ",0,0,NA,403,"tamu"
"1207442130651820035",2019-12-18 23:26:51,"ChrisMo75901","Today was really a blessing. I signed my NLI to attend @TAMU and was recognized as an Under Armour All-American. I can't wait to play in this game. #PUREYouth #GigEm @AllAmericaGame https://t.co/VzKtNEn8vU",336,22,NA,273,"tamu"
"1207376667280314368",2019-12-18 19:06:44,"ChrisMo75901","It’s official! Aggieland get ready.  @AggieFootball #GigEm #NSD20 https://t.co/PhkCMcnxXm",524,23,NA,273,"tamu"
"1207439505046867969",2019-12-18 23:16:25,"Aggieguy2019","Y’all look at the comments <U+0001F602><U+0001F602><U+0001F602> @kvng_buzo and @fadil_diggs both had quick heart attacks for a second. #GigEm https://t.co/AYMVIUAzss",23,2,NA,2441,"tamu"
"1207441006762844163",2019-12-18 23:22:23,"Aggieguy2019","What a great signing day. Had 23 commits. 22 signed. 1 is looking to greyshirt. Everybody accounted for. A relaxing easy signing day is the best signing day. Welcome home 2020 recruits. Welcome to the class of 2024. #GigEm",0,0,NA,2441,"tamu"
"1207431423793287168",2019-12-18 22:44:19,"K38819836","@5stardonell Me - when you took the FL sweatshirt off. Had me going...

#GigEm #GigEmGang20 https://t.co/bRjjvnHZY1",3,0,NA,98,"tamu"
"1207423534873616384",2019-12-18 22:12:58,"K38819836","<U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525>

#GigEm #GigEmGang20 https://t.co/B2DVBPNq4Y",1,0,NA,98,"tamu"
"1207431023748943872",2019-12-18 22:42:43,"OriginalJaylon","#GigEm <U+0001F44D><U+0001F3FE>",105,3,NA,811,"tamu"
"1207427377334239233",2019-12-18 22:28:14,"beaudix90","#GigEm https://t.co/kCXEhYOKVr",0,0,NA,1203,"tamu"
"1207426909933592576",2019-12-18 22:26:22,"carolinaaggie12","#gigem https://t.co/JM0SYMYGuA",0,0,"Florida, USA",1037,"tamu"
"1207425861491646465",2019-12-18 22:22:12,"curlyyash","What a cutie #Gigem https://t.co/ablqCHUd5X",47,2,NA,89,"tamu"
"1207418580716916743",2019-12-18 21:53:17,"ufancards","There’s still time to pick up the perfect stocking stuffer for your favorite Aggie! Stop by your local Texas @kroger location today! #GigEm <U+0001F44D> https://t.co/bMf5l8yjsd",1,1,NA,230,"tamu"
"1207417648742572032",2019-12-18 21:49:34,"RHSCounseling2","Another Aggie in the house!!! Congratulations Jesse Jarret on your Texas A&amp;M acceptance!! Gig em’!! <U+0001F44D><U+0001F3FB>
#RHSisthebest #GigEm #futureaggie @rains_isd @TAMU https://t.co/OtU4gVAnbt",0,0,NA,362,"tamu"
"1207416230916902912",2019-12-18 21:43:56,"JiveJimbo","My current recruiting #gigem
Looks like someone deserves a nice little raise my #aggies https://t.co/tU5ol6VU3g",17,0,NA,961,"tamu"
"1207413344568823808",2019-12-18 21:32:28,"KSATRJ","<U+0001F440>@Football_Steele standouts @OriginalJaylon and @xdanieljackson discuss moving on to next level and support they've received...Jaylon signs with Texas A&amp;M #GigEm and Daniel Jackson to #IowaState...@SK_Athletic @coach_harvey18 @SCUCISD #KSATelite12 #KSATbgc https://t.co/MyMOXJpIHJ",60,12,NA,1519,"tamu"
"1207413065307840512",2019-12-18 21:31:22,"taylor_mustangs","<U+0001F499><U+0001F3C8> Congratulations to Braedon Mowry for signing a National Letter of Intent to play football at Texas A&amp;M University! #gigem <U+0001F44D><U+0001F3FC> https://t.co/iFD6Q0CMEr",64,6,NA,102,"tamu"
"1207411292472041472",2019-12-18 21:24:19,"SportsDayHS","Why Southlake Carroll stars Blake Smith (Texas A&amp;M) and RJ Mickens (Clemson) chose to enroll early.

 <U+0001F4F2><U+0001F3C8>: https://t.co/toNEEA7EFl
<U+270D><U+FE0F>: @angelmadison_ 

#txhsfb #GigEm #ALLIN https://t.co/BVrU2PBXuk",61,11,NA,1492,"tamu"
"1207402429056241665",2019-12-18 20:49:06,"Jayzexpo","@AggieFootball @kvng_buzo @fadil_diggs Congratulations Fadil <U+0001F44D><U+0001F3FD> #GigEm",0,0,NA,694,"tamu"
"1207402800403173376",2019-12-18 20:50:34,"Jayzexpo","@ChrisMo75901 @AggieFootball @PUREYouthAA Congratulations Chris <U+0001F44D><U+0001F3FD> #GigEm",0,0,NA,694,"tamu"
"1207397290329030656",2019-12-18 20:28:41,"coachkeith_1k","#TAMU gets a great athlete with skills that translate on offense or defense. <U+0001F3C8><U+0001F64C><U+0001F3FE> Will be a big time contributor for years to come. #GigEm<U+0001F44D><U+0001F3FE> https://t.co/PGI9iSIemt",1,0,NA,4279,"tamu"
"1207389698156613632",2019-12-18 19:58:30,"KMays10","@BannerSociety #GigEm https://t.co/IVpCs7OdhE",0,0,NA,554,"tamu"
"1207388929382637572",2019-12-18 19:55:27,"ParkerTodd16","#Gigem https://t.co/lYsVzFZUSZ https://t.co/Tkww8cTI6r",3,0,"Houston, TX",623,"tamu"
"1207387280467546113",2019-12-18 19:48:54,"Bill_Hock","Congrats to @DallasWalkerIV  for signing with @AggieFootball and @__DG2__ signing with @CharlotteFTBL. We talked about this Day 5 years ago @SmyrnaMiddle <U+0001F3C0> it was a joy coaching them then and watching them grow up into great Men! Couldn’t be Prouder!! #GigEm #Go49ers! <U+0001F3C8> https://t.co/nONmcraccg",22,5,"Tennessee, USA",1096,"tamu"
"1207384431578767362",2019-12-18 19:37:35,"R_Brauninger","Two future Aggies pictured here. 

#GigEm football signee Devin Price (3rd from right) and 2021 A&amp;M baseball commit Ty Hodge (far right) - one of the most highly touted junior prospects in the country. https://t.co/drxdGBF8NF",77,1,"Texas, USA",1245,"tamu"
"1207383887531433989",2019-12-18 19:35:25,"DRULZ29","Loved his Dad in Chicago, welcome to Aggie land!!  #GIGem https://t.co/qmkoNz63b4",2,0,NA,441,"tamu"
"1207378076298072064",2019-12-18 19:12:20,"1stColonel","And now we wait... Hell of a day for Jimbo and Co. #GigEm <U+0001F44D><U+0001F3FC> https://t.co/ngtDeWI4AQ",54,0,NA,379,"tamu"
"1207375113458520064",2019-12-18 19:00:33,"1stColonel","This 2020 class <U+0001F44D><U+0001F3FC><U+0001F525>#GigEm",35,0,NA,379,"tamu"
"1207374344399335425",2019-12-18 18:57:30,"hayden_h","SG-W and HK. #HookEm #GigEm https://t.co/hTASKEVEU3",150,21,NA,686,"tamu"
"1207371453143932929",2019-12-18 18:46:00,"MiRiCHMiGUEL","@WakeEmUp9 @DemondDemas1 the 2 biggest personalities and playmakers in the state of Texas, and they both repp’n maroon #GigEm",0,0,"New Caney, TX",120,"tamu"
"1207366943512186886",2019-12-18 18:28:05,"AgBeaver73","@Jashaun06 Gonna miss you, JC. Don't know why you're leaving, but hope you find what you're looking for. Hope your health is returning and wish you the best of everything. #GigEm",19,0,NA,688,"tamu"
"1207364829280948224",2019-12-18 18:19:41,"Local24Jessica","4-star OG Chris Morris signs with @AggieFootball. 

His @PUREYouthAA family came out big for the day. 

#GigEmGang20 #GigEm https://t.co/IWDt3o7neA",146,20,NA,970,"tamu"
"1207362414615945217",2019-12-18 18:10:06,"AggieSoccer","Best of Both Worlds.

<U+0001F4DA> + <U+26BD><U+FE0F>

Jimena Lopez Named a @UnitedCoaches Scholar All-American

<U+0001F4D6>: https://t.co/JN7XsPsIb9

#GigEm | <U+0001F44D> https://t.co/HluyLWZ6LB",58,5,NA,168,"tamu"
"1207361817292480514",2019-12-18 18:07:43,"CoolMoe_Diddy","<U+0001F4AA><U+0001F3FD><U+0001F4AA><U+0001F3FD><U+0001F4AF><U+0001F4AF> #GigEm https://t.co/305HtuRLBd",2,1,NA,1274,"tamu"
"1207360884286410753",2019-12-18 18:04:01,"bqaggie","That’s a parent. Thank you Emmitt.  Best of luck at Stanford EJ!! @EmmittSmith22 #GigEm #Aggies though!! https://t.co/LPGixaXIqp",0,0,NA,296,"tamu"
"1207358748706127873",2019-12-18 17:55:31,"guymwilliams","WHOOP! #GigEm https://t.co/FwE46gyBHu",0,0,NA,904,"tamu"
"1207357214178127872",2019-12-18 17:49:26,"TbirdTr3y_10","@BarstoolTexasAM <U+0001F914><U+0001F914><U+0001F914><U+0001F602><U+0001F602><U+0001F602><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F3C8><U+0001F3C8><U+0001F3C8>
#GigEm",1,0,NA,5933,"tamu"
"1208396864502030336",2019-12-21 14:40:38,"vetsurg2002","@LSUFBrecruiting @Eric_Taylor96 @Bj_O9 @jordantoles23 @Ali_TheGreat94 @_PhillipWebb_ @Jthabigboy @d1roy1000 @_antoinesampah @Eliasricks2020 @asap_koy @xavierhill0 @marcus_dumervil @KayshonB15 @Marl0n77 @qbmjohnson2020 @tj_finley1 @KoleTaylor3 @arik_gilbert @33Jwhite Love this!! I can’t wait!!! #GeauxTigers",0,0,NA,99,"lsu"
"1208396665004142592",2019-12-21 14:39:50,"thesignlady2","@ThePastime I ABSOLUTELY AGREE!   BEST PREGAME SPOT IN #BatonRouge #GeauxTigers #BoudinPizza! <U+0001F60B> COLDEST #BEER IN TOWN! #LSU https://t.co/fFIDP8CXcu",0,0,NA,4448,"lsu"
"1208237191782162432",2019-12-21 04:06:09,"thesignlady2","@AuburnMan100 #GeauxTigers #WarEagle",2,1,NA,4448,"lsu"
"1208236830816178176",2019-12-21 04:04:43,"thesignlady2","@AuburnMan100 I, as an #LSU fan, feel the VERY SAME way about y’all  #Auburn fans are GREAT!   i.e. @Willy_g_jr          #GeauxTigers But sadly I can’t say the same about that other school in #Alabama #Bama",5,1,NA,4448,"lsu"
"1208373638153560069",2019-12-21 13:08:20,"thesignlady2","@realbenmcdonald And #GeauxTigers",0,0,NA,4448,"lsu"
"1208013517137358849",2019-12-20 13:17:20,"thesignlady2","@CFAPeachBowl #LSU #GeauxTigers!  #CollegeFootball #playoffs",0,0,NA,4448,"lsu"
"1208019800112410624",2019-12-20 13:42:18,"thesignlady2","#GeauxTigers https://t.co/eHkgLLJczn",3,0,NA,4448,"lsu"
"1208135943116509186",2019-12-20 21:23:49,"thesignlady2","@LSUfootball @SEC PROUD OF OUR #TIGERS! #GeauxTigers",0,0,NA,4448,"lsu"
"1208012447745007619",2019-12-20 13:13:05,"thesignlady2","#GeauxTigers https://t.co/fyLy71GF5D",1,0,NA,4448,"lsu"
"1208390119331442688",2019-12-21 14:13:49,"ComicHeroVN","I'll wear these four shirts representing the four schools in the College Football Playoffs and a special Christmas CH tee. #IAmTheComicHero #Christmas2019 #MerryChristmas #CollegeFootballPlayoffs 
#GeauxTigers #BoomerSooner #AllIn #GoBucks",0,0,"Louisiana, USA",494,"lsu"
