"status_id","created_at","screen_name","text","favorite_count","retweet_count","place_full_name","friends_count"
"1208397943658762245",2019-12-21 14:44:55,"AggieMTEN","On to the finals for @arthurrinder!

#GigEm #AgsOnTouraggiete https://t.co/bnwuOGLCEs",0,0,NA,102
"1208012092365852672",2019-12-20 13:11:41,"AggieMTEN",".@arthurrinder marches on to the semifinals!

#GigEm #AgsOnTour https://t.co/0n3pZEmXbs",3,2,NA,102
"1207359138411483137",2019-12-18 17:57:04,"AggieMTEN",".@arthurrinder wins in straight sets today!

#GigEm #AgsOnTour https://t.co/vme2FuSPVu",5,1,NA,102
"1208391524658110465",2019-12-21 14:19:24,"JHawkins95","@LeeqRobbins11 @bippy_b @CoachE_TAMU @RivalsFriedman @adamgorney @RivalsCampDPP @BrianDohn247 @SportsByBLinder @PaFootballNews Congrats on the offer &amp; #GigEm <U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC> https://t.co/IMDZr9joAX",1,0,NA,1315
"1208136908230057985",2019-12-20 21:27:39,"JHawkins95","@DevinKargman @Jason_Howell @greatusports @NextLevelQBs Congrats on the offer &amp; #GigEm <U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC> https://t.co/yiR3Ay26Td",1,0,NA,1315
"1207793980009852930",2019-12-19 22:44:59,"JHawkins95","@DemondDemas1 Bring @Runzekerun01 along for the ride<U+203C><U+FE0F><U+0001F4AF> #GigEm <U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC>",12,1,NA,1315
"1207480408969039874",2019-12-19 01:58:58,"JHawkins95","@landonjackson40 Can’t wait to see you playing on Kyle Field<U+203C><U+FE0F><U+0001F4AF>#GigEm <U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC> https://t.co/34YcjJNQtz",8,0,NA,1315
"1208224307530358785",2019-12-21 03:14:57,"JHawkins95","@ChristaMuhammad Love that commitment video!  Can’t wait to see Moose out on Kyle Field<U+203C><U+FE0F><U+0001F4AF>#GigEm <U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC>",1,0,NA,1315
"1208218270446358529",2019-12-21 02:50:57,"JHawkins95","@amariclark_2 Congrats on the offer &amp; #GigEm <U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC> https://t.co/uoHiou4gYe",3,1,NA,1315
"1208390072992780288",2019-12-21 14:13:38,"bippy_b","@amariclark_2 #GigEm <U+0001F44D><U+0001F3FF><U+0001F44D><U+0001F44D><U+0001F3FF><U+0001F44D><U+0001F4AF>",0,0,NA,310
"1207690284383031298",2019-12-19 15:52:56,"bippy_b","@acedtect #GigEm <U+0001F44D><U+0001F3FF><U+0001F44D><U+0001F44D><U+0001F3FF><U+0001F44D><U+0001F4AF>",0,0,NA,310
"1208390539529408512",2019-12-21 14:15:30,"bippy_b","@LeeqRobbins11 @CoachE_TAMU @RivalsFriedman @adamgorney @RivalsCampDPP @BrianDohn247 @SportsByBLinder @PaFootballNews #GigEm <U+0001F44D><U+0001F3FF><U+0001F44D><U+0001F44D><U+0001F3FF><U+0001F44D><U+0001F4AF>",2,0,NA,310
"1207494746345787394",2019-12-19 02:55:56,"bippy_b","@landonjackson40 #GigEm <U+0001F44D><U+0001F3FF><U+0001F44D><U+0001F44D><U+0001F3FF><U+0001F44D><U+0001F4AF>",2,0,NA,310
"1207518550325415936",2019-12-19 04:30:31,"bippy_b","@deontae_8 @Hayesfawcett3 #GigEm <U+0001F44D><U+0001F3FF><U+0001F44D><U+0001F44D><U+0001F3FF><U+0001F44D><U+0001F4AF>",2,0,NA,310
